1  Number Iterations: 40
1  Number Iterations: 40
0.5  Number Iterations: 40
0.5  Number Iterations: 40
0.5  Number Iterations: 40
0.5  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.25  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.125  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.0625  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
0.03125  Number Iterations: 40
