1  Number Iterations: 3
1  Number Iterations: 3
0.5  Number Iterations: 2
0.5  Number Iterations: 2
0.5  Number Iterations: 2
0.5  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
0.125  Number Iterations: 1
